Algorithm,KeyGen (ms),Encrypt (ms),Decrypt (ms)
Kyber512,1.3892650604248047,0.17905235290527344,0.2601146697998047
Kyber768,0.1690387725830078,0.11754035949707031,0.22220611572265625
Kyber1024,0.3037452697753906,0.09822845458984375,0.09107589721679688
